run,benchmark_id,benchmark_name,algorithm,seed,best_value,error,time
1,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,4005399073,400.1546205110447545,0.1546205110447545,3.223340
2,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3794252447,400.0769910901059916,0.0769910901059916,2.871476
3,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,62609602,400.0821674112765436,0.0821674112765436,2.935483
4,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3351410607,400.0363621602260764,0.0363621602260764,2.847273
5,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,1650983684,400.0559021483832680,0.0559021483832680,2.864981
6,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,4178353156,400.0643658018704514,0.0643658018704514,2.893815
7,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,555140399,400.0143719665703088,0.0143719665703088,3.024405
8,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,362190491,400.1269938262460073,0.1269938262460073,2.949626
9,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,1559693707,400.0743095605089934,0.0743095605089934,2.947421
10,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,2136601857,400.0258833449307758,0.0258833449307758,2.863553
11,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,2513029360,400.3008484121787092,0.3008484121787092,2.842548
12,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,486730415,400.0592330806075552,0.0592330806075552,2.871559
13,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,146396277,400.0482393833991068,0.0482393833991068,3.209773
14,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,888748753,400.0136609076739092,0.0136609076739092,2.984604
15,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,1477109235,400.0509253255550561,0.0509253255550561,2.852951
16,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,962053914,400.0597753182967722,0.0597753182967722,2.862241
17,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,2522787970,400.1251374981048912,0.1251374981048912,2.893948
18,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3549992672,400.1864075759394268,0.1864075759394268,2.857834
19,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,1580844736,400.1501179620556741,0.1501179620556741,3.016819
20,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,2311216431,400.0239127022322236,0.0239127022322236,3.012301
21,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,404902286,400.0499868147725806,0.0499868147725806,2.934241
22,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3443622025,400.1712901066487120,0.1712901066487120,2.866487
23,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,2251229590,400.0363113088268960,0.0363113088268960,2.882652
24,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,912450031,400.1063820464166270,0.1063820464166270,2.861103
25,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3366422811,400.0415646895851864,0.0415646895851864,3.142736
26,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,4168064887,400.3115294601721530,0.3115294601721530,3.043115
27,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,403862187,400.1361138534218753,0.1361138534218753,2.881131
28,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3495871603,400.2768739311670174,0.2768739311670174,2.910809
29,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,3588671722,400.0268419520247676,0.0268419520247676,2.883124
30,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,ABC,4064013523,400.0923452486701422,0.0923452486701422,2.867374
1,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,GABC,4005399073,400.0808706125705498,0.0808706125705498,2.588958
2,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,GABC,3794252447,400.1473285301581768,0.1473285301581768,2.387599
3,CEC2022_F2,CEC2022 F2 平移旋转 Rosenbrock 函数,GABC,62609602,400.0519269651714467,0.0519269651714467,2.419250
