run,benchmark_id,benchmark_name,algorithm,seed,best_value,error,time
1,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3924733619,2516.793426814864,216.79342681486378,13.797532800001136
2,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3225216352,2529.2870821378356,229.28708213783557,13.242631499999334
3,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2606269717,2529.433801185814,229.433801185814,13.450557600001048
4,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,708166389,2529.2865759298084,229.28657592980835,14.676340699999855
5,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1004020613,2529.288023186319,229.28802318631915,21.906327099999544
6,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2641412668,2529.28845939521,229.28845939520988,13.329636499998742
7,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,758873942,2508.857993773209,208.85799377320882,13.174200700001165
8,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3891786343,2509.08492716642,209.08492716642013,13.106925599999158
9,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,403812940,2529.31576539492,229.31576539492016,13.397135000001072
10,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3900339782,2529.3065176095533,229.30651760955334,15.273540199999843
11,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2188856506,2519.7723761144634,219.77237611446344,15.04549330000009
12,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1602106910,2529.2921216187183,229.29212161871828,14.721920200001477
13,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,825302764,2518.727826045743,218.72782604574286,14.271716900000683
14,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3524988599,2508.982380932322,208.98238093232203,15.46435930000007
15,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1229874083,2525.273150235893,225.2731502358929,13.138774900000499
16,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,527887174,2327.2570524259177,27.257052425917664,13.296737499998926
17,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3251278103,2529.3369724694576,229.33697246945758,13.156420500001332
18,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2133541559,2316.531460366297,16.53146036629687,13.101795599999605
19,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,832170324,2536.8667436744877,236.86674367448768,13.274846700000126
20,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,208441964,2529.2847770916696,229.28477709166964,13.307715099999768
21,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1417135274,2512.0020653506795,212.00206535067946,13.721993400000429
22,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2028432235,2534.3377058871647,234.3377058871647,13.221732399999382
23,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,676379325,2353.6705475358212,53.67054753582124,13.332878200000778
24,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1810348343,2529.285484048497,229.28548404849698,13.679275499998766
25,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3462360962,2529.7280522933597,229.72805229335972,13.200077199999214
26,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,4048068404,2529.3750792837386,229.37507928373861,13.19202949999999
27,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3263007536,2529.2887619880535,229.28876198805347,13.040963599998577
28,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,126909744,2511.5430900190654,211.5430900190654,13.285358999999517
29,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1565209110,2513.3204867396157,213.32048673961572,13.448706799999854
30,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1277984704,2519.7379369747914,219.7379369747914,13.122313699999722
31,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3379004426,2529.28532999864,229.28532999864,13.268904700000348
32,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3983951878,2529.3320215983313,229.33202159833127,13.351489200000287
33,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3332974580,2521.2553387903163,221.25533879031627,13.513873500000045
34,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2862320199,2530.9680377420827,230.96803774208274,13.237109199999395
35,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,4246801516,2510.4107291737073,210.4107291737073,13.126659000001382
36,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1831713389,2530.017665259658,230.01766525965786,13.99685320000026
37,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,318853468,2529.2847024390344,229.2847024390344,13.23678579999978
38,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3790512930,2536.6642744596543,236.66427445965428,13.355335799999011
39,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,51132001,2532.57256910182,232.57256910182014,13.182194499999241
40,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,864064400,2529.2880987136778,229.28809871367775,13.17906210000001
41,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1319320830,2517.409908136459,217.40990813645885,13.198574600000939
42,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,337862047,2529.3103242961597,229.3103242961597,13.30993430000126
43,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2187526574,2538.7877551597016,238.78775515970165,13.447132799999963
44,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,828615299,2529.3177947424742,229.31779474247423,13.541253000001234
45,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,4245052123,2529.2992863366203,229.2992863366203,13.591007400000308
46,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,1412695064,2513.033944430643,213.0339444306428,13.272978099999818
47,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3593927643,2529.508487283557,229.50848728355686,13.412384700000985
48,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,588790184,2529.5136458622756,229.51364586227555,13.44658580000032
49,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2835648985,2532.3229436434335,232.32294364343352,13.258403499999986
50,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,3051515134,2523.018249320139,223.01824932013915,13.308550699999614
51,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2858836395,2529.2869546771235,229.2869546771235,13.243353900001239
52,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2005833486,2529.331137258883,229.3311372588828,13.17603710000003
53,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,77049418,2531.7144319784143,231.71443197841427,15.323212400000557
54,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2399606795,2532.1331840957696,232.1331840957696,15.834655500000736
55,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,2690004923,2531.483420368412,231.48342036841223,13.879650099999708
56,CEC2022_F9,官方 CEC2022 F9 组合函数 1,ABC,91584549,2521.195825114479,221.1958251144788,13.470708699998795
