run,benchmark_id,benchmark_name,algorithm,seed,best_value,error,time
1,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1503652804,808.4182069759207252,8.4182069759207252,2.783054
2,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2737103752,823.5767713044205038,23.5767713044205038,2.912315
3,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2192697741,817.1063790231876283,17.1063790231876283,2.916092
4,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,4214265403,810.0577524150251065,10.0577524150251065,2.909508
5,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,3056792809,820.2408959753421414,20.2408959753421414,2.872966
6,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,962162597,827.5355240796843646,27.5355240796843646,2.778686
7,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2811246268,815.3847697732762754,15.3847697732762754,2.757608
8,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2851011589,825.1482220033766453,25.1482220033766453,2.752830
9,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,4094753099,826.6078276403578684,26.6078276403578684,2.856765
10,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,502358653,827.1374683034562167,27.1374683034562167,2.994471
11,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,608355102,818.9686821800202097,18.9686821800202097,2.877050
12,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,462412676,824.4579884768020293,24.4579884768020293,2.794872
13,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1855484867,827.1999538612387823,27.1999538612387823,2.805391
14,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1838692292,825.5781652843720622,25.5781652843720622,2.771821
15,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1960132249,815.0848328950928590,15.0848328950928590,2.920775
16,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2691659908,816.9284564674026115,16.9284564674026115,2.922531
17,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2974229148,818.4679031975776979,18.4679031975776979,2.879230
18,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1804511074,823.5012413062909218,23.5012413062909218,2.800433
19,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1187610549,820.0706404675855765,20.0706404675855765,2.773294
20,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,4097105343,818.4400060337201239,18.4400060337201239,2.771667
21,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,4050584372,817.9465417280694055,17.9465417280694055,2.779383
22,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2623529827,816.3078946867408376,16.3078946867408376,2.855146
23,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2569396553,819.5059563947270362,19.5059563947270362,2.920810
24,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1206362508,827.8017090356183871,27.8017090356183871,2.781514
25,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2224449613,819.5978766513833307,19.5978766513833307,2.796352
26,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1664884976,827.3501024772986057,27.3501024772986057,2.805093
27,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,3789196614,823.0356864270353299,23.0356864270353299,2.819625
28,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,1104658780,815.2590907960858431,15.2590907960858431,2.951455
29,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,624527842,814.9497088428157667,14.9497088428157667,2.960980
30,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,ABC,2444899366,824.6481441506263081,24.6481441506263081,2.879831
1,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,GABC,1503652804,815.0056785725105328,15.0056785725105328,2.306395
2,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,GABC,2737103752,814.2528240646995528,14.2528240646995528,2.468193
3,CEC2022_F4,CEC2022 F4 非连续 Rastrigin 函数,GABC,2192697741,812.6256920445763399,12.6256920445763399,2.515533
