run,benchmark_id,benchmark_name,algorithm,seed,best_value,error,time
1,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,841263562,503.0468085706174861,3.0468085706174861,2.882821
2,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,4078166133,508.0192253879341138,8.0192253879341138,2.779406
3,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2786304691,504.7597696338401079,4.7597696338401079,2.781194
4,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1625684027,506.4464235339194147,6.4464235339194147,2.806377
5,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1618953953,509.0003703133386352,9.0003703133386352,3.016429
6,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,9392249,505.1806189294656519,5.1806189294656519,2.902420
7,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,3389192434,508.9878492687288372,8.9878492687288372,2.752920
8,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,686001933,508.8922933800297415,8.8922933800297415,2.759141
9,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,3488095142,508.0056236198088300,8.0056236198088300,2.742041
10,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2814611525,507.0859592152904156,7.0859592152904156,2.779171
11,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,3884767180,507.2761441956554904,7.2761441956554904,2.881951
12,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,741780744,504.7686432447289917,4.7686432447289917,2.772013
13,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1353814223,506.9793648978233023,6.9793648978233023,2.753772
14,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1136989395,509.0751868158558295,9.0751868158558295,2.863465
15,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,790795186,508.0627099638709296,8.0627099638709296,2.754457
16,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,4079538534,508.5590567883264157,8.5590567883264157,2.809122
17,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2272246593,505.1232017925152036,5.1232017925152036,2.811657
18,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1861710161,509.9999108249684809,9.9999108249684809,3.001447
19,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,12207962,505.3202748718836119,5.3202748718836119,2.838860
20,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,55417939,508.0814116312641886,8.0814116312641886,2.758878
21,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1030657968,508.0925179857928242,8.0925179857928242,2.777574
22,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2724528979,509.0364178088753988,9.0364178088753988,2.841614
23,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2832976619,505.3773365548283323,5.3773365548283323,2.802202
24,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,3107820307,506.0071575809181468,6.0071575809181468,2.884113
25,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,554085768,508.1489615862334972,8.1489615862334972,2.751938
26,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2975578781,510.2168161885144286,10.2168161885144286,2.774091
27,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,2351896495,503.6533687321929733,3.6533687321929733,2.782269
28,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,180569533,508.5790474612373373,8.5790474612373373,2.831842
29,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,1686915122,507.1588293588866918,7.1588293588866918,2.764910
30,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,ABC,426130736,505.1177589342780152,5.1177589342780152,2.808958
1,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,GABC,841263562,507.2196978094468136,7.2196978094468136,2.251858
2,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,GABC,4078166133,508.9770001011635827,8.9770001011635827,2.273439
3,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,GABC,2786304691,504.0553320050282764,4.0553320050282764,2.311561
4,CEC2017_F5,CEC2017 F5 平移旋转 Rastrigin 函数,GABC,1625684027,507.1104860627688140,7.1104860627688140,2.475446
