benchmark_id,elite_rate,elimination_rate,seed,best_value,error,time
CEC2022_F1,0.1,0.1,1981180051,7903.5700332019896450,7603.5700332019896450,1.635150
CEC2022_F1,0.1,0.1,2112044542,8454.4495778668751882,8154.4495778668751882,1.642971
CEC2022_F1,0.1,0.1,2881573664,13184.8781920890851325,12884.8781920890851325,1.640562
CEC2022_F1,0.1,0.1,2372223958,7507.9850452194013997,7207.9850452194013997,1.664841
CEC2022_F1,0.1,0.1,145415183,7401.0462564756735446,7101.0462564756735446,1.634125
CEC2022_F1,0.1,0.1,2487350364,11723.1770610704825231,11423.1770610704825231,1.630731
CEC2022_F1,0.1,0.1,3686646044,12167.8206600067169347,11867.8206600067169347,1.651396
CEC2022_F1,0.1,0.1,3678671351,5044.9317471181484507,4744.9317471181484507,1.641498
CEC2022_F1,0.1,0.1,524986831,10526.7510061380271509,10226.7510061380271509,1.628527
CEC2022_F1,0.1,0.1,1459918617,10029.9667173331472441,9729.9667173331472441,1.626582
CEC2022_F1,0.1,0.1,1638605194,11790.7635128919846466,11490.7635128919846466,1.646894
CEC2022_F1,0.1,0.1,1884120510,5030.6250020556672098,4730.6250020556672098,1.672366
CEC2022_F1,0.1,0.15,2894928748,13006.2346691986113001,12706.2346691986113001,1.632029
CEC2022_F1,0.1,0.15,1806734915,9686.7964820213619532,9386.7964820213619532,1.644498
CEC2022_F1,0.1,0.15,3217235270,10936.4657081042332720,10636.4657081042332720,1.644607
CEC2022_F1,0.1,0.15,1790284968,12346.4426555126156018,12046.4426555126156018,1.652879
CEC2022_F1,0.1,0.15,3866555287,11414.1824442260203796,11114.1824442260203796,1.645219
CEC2022_F1,0.1,0.15,1850582270,13768.2748557604918460,13468.2748557604918460,1.666123
CEC2022_F1,0.1,0.15,77564218,9429.0579748354448384,9129.0579748354448384,1.638241
CEC2022_F1,0.1,0.15,2900478716,14584.3096657296209742,14284.3096657296209742,1.642452
CEC2022_F1,0.1,0.15,2658924762,11578.5261362944547727,11278.5261362944547727,1.631293
CEC2022_F1,0.1,0.15,4255501078,11824.1527884556999197,11524.1527884556999197,1.659832
CEC2022_F1,0.1,0.15,1632872662,13659.6550079395092325,13359.6550079395092325,1.648310
CEC2022_F1,0.1,0.15,904221688,12245.1395731389238790,11945.1395731389238790,1.640840
CEC2022_F1,0.1,0.15,4030529564,7599.6474430857524567,7299.6474430857524567,1.629154
CEC2022_F1,0.1,0.15,619566366,8210.0782450827246066,7910.0782450827246066,1.634391
CEC2022_F1,0.1,0.15,3493902821,8012.9168027711830291,7712.9168027711830291,1.660388
CEC2022_F1,0.1,0.15,2974449495,7678.8309902071478064,7378.8309902071478064,1.645034
CEC2022_F1,0.1,0.15,2545965601,10853.2254718854237581,10553.2254718854237581,1.667405
CEC2022_F1,0.1,0.15,2158924125,8570.0664293237987295,8270.0664293237987295,1.695116
CEC2022_F1,0.1,0.15,1981180051,7576.2453247196735902,7276.2453247196735902,1.639413
