elite_rate,elimination_rate,benchmark_id,run_times,best,mean,std,mean_error,median_error,std_error,mean_time
0.05,0.2,CEC2022_F6,30,1938.4080792672762,2443.6243489373082,407.2724819227588,643.624348937309,487.4843417052525,407.2724819227588,2.715220053336816
0.05,0.25,CEC2022_F6,30,1868.9984810221738,2527.457593408483,472.7564316716972,727.4575934084824,605.9010721320274,472.75643167169716,2.751353693334386
0.1,0.05,CEC2022_F6,30,1855.4661556464252,2410.2760059491507,435.0887516657946,610.2760059491512,549.347947007167,435.0887516657946,2.7168719633404788
0.1,0.1,CEC2022_F6,30,1882.969514187072,2333.89046275395,415.0419605769122,533.89046275395,336.31127515720755,415.0419605769122,2.7241107033371614
0.1,0.15,CEC2022_F6,30,1912.9215405125901,2463.854811457068,395.1607194988475,663.8548114570682,627.4481670973569,395.1607194988475,2.7432294533374564
0.1,0.2,CEC2022_F6,30,1862.730976315859,2414.5130855545913,538.8616579097002,614.5130855545914,469.1826447444239,538.8616579097002,2.7620322566712274
0.1,0.25,CEC2022_F6,30,1861.182845389993,2447.6053338834026,671.7129881179981,647.6053338834024,451.36789962384,671.7129881179981,2.7938187166699207
0.15,0.05,CEC2022_F6,30,1870.3308824321118,2446.3982594688696,461.2803900616422,646.3982594688696,579.0104443821645,461.2803900616422,2.769868550003351
0.15,0.1,CEC2022_F6,30,1884.9926847461306,2395.0123372417565,531.4544671194574,595.0123372417562,413.28943216765515,531.4544671194574,2.797881053337672
0.15,0.15,CEC2022_F6,30,1907.1366221233861,2377.5795581636744,374.89758852555974,577.5795581636744,531.709659465128,374.89758852555974,2.808303939999314
0.15,0.2,CEC2022_F6,30,1823.7374168414287,2422.8933947257215,424.3217290791687,622.8933947257218,495.8372566908431,424.32172907916873,2.8293225366661017
0.15,0.25,CEC2022_F6,30,1939.1212724804066,2469.1194773276493,380.18353485232524,669.1194773276492,675.1511731463361,380.1835348523252,2.847623249999015
0.2,0.05,CEC2022_F6,30,1893.892479394989,2345.921394936619,407.19509345956175,545.9213949366191,369.68643829301436,407.1950934595617,2.804912983337029
0.2,0.1,CEC2022_F6,30,1856.4108003698334,2482.87514751774,474.1188015368721,682.87514751774,496.24263489678333,474.1188015368722,2.8281757800005534
0.2,0.15,CEC2022_F6,30,1858.5707000581956,2303.801108714746,317.3504254317598,503.8011087147462,462.71457309111975,317.3504254317598,2.8461846466700083
0.2,0.2,CEC2022_F6,30,1867.6785641801723,2335.900313103508,311.7095453159741,535.900313103508,453.49674950791814,311.7095453159741,2.8692045133347466
0.2,0.25,CEC2022_F6,30,1834.3671713279443,2418.0636105711374,592.3292676752226,618.0636105711372,419.5044828892435,592.3292676752226,2.8830727000002905
0.25,0.05,CEC2022_F6,30,1865.357746711151,2285.2597228422997,465.6185256059621,485.25972284229937,303.5415409258201,465.6185256059621,2.858839669994389
0.25,0.1,CEC2022_F6,30,1829.170651112349,2254.0328274914136,333.042032321909,454.03282749141385,359.3784014667144,333.042032321909,2.8789506400042835
0.25,0.15,CEC2022_F6,30,1848.437979592568,2383.976375923944,377.5817973604113,583.9763759239439,562.3922786388816,377.5817973604113,2.9009767399945607
0.25,0.2,CEC2022_F6,30,1864.3316166792956,2404.569092248105,504.09599064940403,604.5690922481042,473.36216878773234,504.09599064940403,2.9226608399961456
0.25,0.25,CEC2022_F6,30,1879.1316786755965,2440.826254222139,475.7364902017345,640.8262542221389,493.9164207887213,475.7364902017345,2.942319700003524
